,Unnamed: 0,TEAM,AWAY,GAMEDAY_FMT,SEASON_FMT,AWAYSCORE,HOMESCORE,HOMEWIN,,HOME_OFFRTG,AWAY_OFFRTG,HOME_DEFRTG,AWAY_DEFRTG,HOME_AST%,AWAY_AST%,HOME_AST/TO,AWAY_AST/TO,HOME_AST RATIO,AWAY_AST RATIO,HOME_OREB%,AWAY_OREB%,HOME_DREB%,AWAY_DREB%,HOME_REB%,AWAY_REB%,HOME_TO RATIO,AWAY_TO RATIO,HOME_EFG%,AWAY_EFG%,HOME_TS%,AWAY_TS%,HOME_PACE,AWAY_PACE,HOME_PIE,AWAY_PIE
0,1319,OKC,MIN,2008-11-02,2008,85,88,1,0,0.0,4.5612,0.0,6.948900000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9954000000000000,0.0,4.7250000000000000,0.0,2.4381000000000000,0.0,0.006300000000000000,0.0,2.1924,0.0,2.3751,0.0,6.125490000000000,0.0,0.2709
1,1323,OKC,GSW,2008-12-08,2008,112,102,0,1,0.0,12.7,0.0,6.840000000000000,0.0,6.32,0.0,0.3,0.0,2.1800000000000000,0.0,3.16,0.0,8.75,0.0,6.280000000000000,0.0,0.01,0.0,5.95,0.0,5.990000000000000,0.0,11.088,0.0,7.72
2,0.0,OKC,MEM,2008-12-10,2008.0,108.0,102.0,0.0,2,0.0,3.796875,0.0,5.676562500000000,0.0,3.9046875000000000,0.0,0.07828125,0.0,0.9000000000000000,0.0,0.46875,0.0,4.0171875,0.0,1.9312500000000000,0.0,0.004687500000000000,0.0,1.875,0.0,2.203125,0.0,4.9214062500000000,0.0,1.359375
3,1.0,OKC,NYK,2009-01-06,2008.0,99.0,107.0,1.0,3,0.0,18.083333333333300,0.0,21.395833333333300,0.0,12.145833333333300,0.0,0.36458333333333300,0.0,3.0416666666666700,0.0,2.8333333333333300,0.0,13.583333333333300,0.0,8.333333333333330,0.0,0.020833333333333300,0.0,8.458333333333330,0.0,9.4375,0.0,18.345833333333300,0.0,7.458333333333330
4,2.0,OKC,MIL,2008-10-29,2008.0,98.0,87.0,0.0,4,0.0,20.745,0.0,24.705,0.0,12.51,0.0,0.5625,0.0,3.2625,0.0,5.805000000000000,0.0,13.8375,0.0,9.4725,0.0,0.022500000000000000,0.0,8.6625,0.0,9.675,0.0,22.49325,0.0,9.0
5,3.0,OKC,IND,2009-04-05,2008.0,117.0,99.0,0.0,5,0.0,9.389387755102040,0.0,11.439183673469400,0.0,7.714285714285710,0.0,0.11020408163265300,0.0,1.9285714285714300,0.0,4.727755102040820,0.0,10.105714285714300,0.0,7.207346938775510,0.0,0.03306122448979590,0.0,4.826938775510200,0.0,5.091428571428570,0.0,11.244122448979600,0.0,4.342040816326530
6,4.0,OKC,TOR,2008-12-19,2008.0,83.0,91.0,1.0,6,0.0,12.317684210526300,0.0,13.140947368421100,0.0,7.815789473684210,0.0,0.2344736842105260,0.0,2.678210526315790,0.0,4.1684210526315800,0.0,10.421052631578900,0.0,6.742421052631580,0.0,0.020842105263157900,0.0,6.158842105263160,0.0,6.158842105263160,0.0,9.989621052631580,0.0,4.376842105263160
7,5.0,OKC,DEN,2009-01-02,2008.0,122.0,120.0,0.0,7,0.0,10.262686567164200,0.0,7.889552238805970,0.0,5.820895522388060,0.0,0.14597014925373100,0.0,2.077611940298510,0.0,1.4955223880597000,0.0,5.641791044776120,0.0,4.361194029850750,0.0,0.01791044776119400,0.0,5.740298507462690,0.0,6.0,0.0,9.994029850746270,0.0,6.7343283582089600
8,6.0,OKC,CHI,2009-03-18,2008.0,103.0,96.0,0.0,8,0.0,21.35,0.0,12.90625,0.0,9.114583333333330,0.0,0.36458333333333300,0.0,3.1645833333333300,0.0,10.602083333333300,0.0,9.727083333333340,0.0,10.15,0.0,0.014583333333333300,0.0,9.989583333333330,0.0,10.091666666666700,0.0,13.756458333333300,0.0,12.760416666666700
9,7.0,OKC,SAC,2009-02-08,2008.0,113.0,116.0,1.0,9,0.0,11.144041450777200,0.0,9.342487046632130,0.0,7.3834196891191700,0.0,0.19689119170984500,0.0,2.146113989637310,0.0,2.7367875647668400,0.0,7.767357512953370,0.0,5.325906735751300,0.0,0.019689119170984500,0.0,5.217616580310880,0.0,5.729533678756480,0.0,9.627979274611400,0.0,6.044559585492230
10,8.0,OKC,SAS,2009-03-16,2008.0,76.0,78.0,1.0,10,0.0,24.48775510204080,0.0,19.102040816326500,0.0,16.873469387755100,0.0,0.37142857142857100,0.0,5.014285714285710,0.0,8.83469387755102,0.0,22.736734693877600,0.0,16.316326530612200,0.0,0.05306122448979590,0.0,12.681632653061200,0.0,13.079591836734700,0.0,25.206734693877600,0.0,18.99591836734690
11,9.0,OKC,CLE,2008-12-21,2008.0,102.0,91.0,0.0,11,0.0,19.118279569892500,0.0,10.75268817204300,0.0,5.860215053763440,0.0,0.0,0.0,2.150537634408600,0.0,5.860215053763440,0.0,3.5806451612903200,0.0,5.064516129032260,0.0,0.0,0.0,6.602150537634410,0.0,7.10752688172043,0.0,8.841935483870970,0.0,7.344086021505380
12,10.0,OKC,DET,2009-01-16,2008.0,79.0,89.0,1.0,12,0.0,25.05340206185570,0.0,18.5019587628866,0.0,14.852783505154600,0.0,0.3798556701030930,0.0,4.950927835051550,0.0,7.853195876288660,0.0,16.218556701030900,0.0,12.612061855670100,0.0,0.04268041237113400,0.0,12.761443298969100,0.0,13.209587628866000,0.0,20.653051546391800,0.0,14.596701030927800
13,11.0,OKC,UTA,2009-01-14,2008.0,93.0,114.0,1.0,13,0.0,10.1203125,0.0,8.854166666666670,0.0,5.595833333333330,0.0,0.17708333333333300,0.0,1.9302083333333300,0.0,4.427083333333330,0.0,8.854166666666670,0.0,6.127083333333330,0.0,0.017708333333333300,0.0,4.8078125,0.0,4.931770833333330,0.0,8.780677083333330,0.0,4.675
14,12.0,OKC,MIA,2009-01-18,2008.0,104.0,94.0,0.0,14,0.0,17.17171717171720,0.0,19.48989898989900,0.0,12.586868686868700,0.0,0.31424242424242400,0.0,3.7777777777777800,0.0,3.228282828282830,0.0,12.878787878787900,0.0,7.366666666666670,0.0,0.03434343434343430,0.0,9.152525252525250,0.0,9.598989898989900,0.0,17.456767676767700,0.0,6.765656565656570
15,13.0,NJN,OKC,2009-01-12,2008.0,99.0,103.0,1.0,15,22.59375,0.0,18.24375,0.0,15.787500000000000,0.0,0.500625,0.0,5.175000000000000,0.0,5.00625,0.0,11.25,0.0,8.568750000000000,0.0,0.037500000000000000,0.0,12.506250000000000,0.0,12.056250000000000,0.0,18.53625,0.0,12.337500000000000,0.0
16,14.0,OKC,NJN,2009-01-26,2008.0,85.0,94.0,1.0,16,0.0,9.594375,0.0,6.0571875,0.0,4.377187500000000,0.0,0.39375,0.0,1.96875,0.0,2.1853125,0.0,6.5625,0.0,4.921875,0.0,0.006562500000000000,0.0,5.197500000000000,0.0,4.843125000000000,0.0,6.0965625,0.0,4.843125000000000
17,15.0,CHI,OKC,2009-01-10,2008.0,109.0,98.0,0.0,17,19.541250000000000,0.0,15.103125,0.0,10.665000000000000,0.0,0.3375,0.0,3.5606250000000000,0.0,6.952500000000000,0.0,14.630625000000000,0.0,10.546875,0.0,0.03375000000000000,0.0,9.3825,0.0,9.838125,0.0,17.1315,0.0,10.580625000000000,0.0
18,16.0,NOH,OKC,2008-11-22,2008.0,97.0,109.0,1.0,18,15.330000000000000,0.0,12.495,0.0,7.140000000000000,0.0,0.375,0.0,2.625,0.0,1.365,0.0,9.105,0.0,5.7,0.0,0.015,0.0,7.860000000000000,0.0,7.965,0.0,13.822500000000000,0.0,8.1,0.0
19,17.0,NYK,OKC,2008-11-14,2008.0,106.0,116.0,1.0,19,11.6015625,0.0,13.8628125,0.0,2.4131250000000000,0.0,0.16875,0.0,0.7340625,0.0,5.2734375,0.0,3.375,0.0,4.539375,0.0,0.008437500000000000,0.0,3.9403125000000000,0.0,4.6743750000000000,0.0,6.68840625,0.0,3.88125,0.0
20,18.0,OKC,ORL,2008-11-12,2008.0,109.0,92.0,0.0,20,0.0,7.59483870967742,0.0,9.383225806451610,0.0,6.967741935483870,0.0,0.08709677419354840,0.0,1.056774193548390,0.0,2.5780645161290300,0.0,9.034838709677420,0.0,5.806451612903230,0.0,0.023225806451612900,0.0,2.903225806451610,0.0,3.79741935483871,0.0,12.281806451612900,0.0,4.087741935483870
21,19.0,OKC,ATL,2008-11-09,2008.0,89.0,85.0,0.0,21,0.0,19.864077669902900,0.0,17.55728155339810,0.0,11.299029126213600,0.0,0.3203883495145630,0.0,3.438834951456310,0.0,4.634951456310680,0.0,15.122330097087400,0.0,9.996116504854370,0.0,0.021359223300970900,0.0,9.80388349514563,0.0,10.423300970873800,0.0,20.395922330097100,0.0,12.687378640776700
22,20.0,OKC,BOS,2008-11-05,2008.0,96.0,83.0,0.0,22,0.0,20.881855670103100,0.0,16.5340206185567,0.0,13.615051546391800,0.0,1.0206185567010300,0.0,3.2455670103092800,0.0,6.3890721649484500,0.0,16.86061855670100,0.0,10.757319587628900,0.0,0.0,0.0,8.307835051546390,0.0,8.981443298969070,0.0,19.08556701030930,0.0,10.961443298969100
23,21.0,OKC,HOU,2008-11-17,2008.0,100.0,89.0,0.0,23,0.0,11.031578947368400,0.0,6.677894736842110,0.0,4.488421052631580,0.0,0.22484210526315800,0.0,1.5326315789473700,0.0,3.6884210526315800,0.0,4.631578947368420,0.0,4.2105263157894700,0.0,0.008421052631578950,0.0,4.7915789473684200,0.0,4.917894736842110,0.0,7.228631578947370,0.0,6.9389473684210500
24,22.0,OKC,PHI,2009-03-08,2008.0,74.0,89.0,1.0,24,0.0,20.07090909090910,0.0,17.73909090909090,0.0,9.137272727272730,0.0,0.5181818181818180,0.0,3.1781818181818200,0.0,2.729090909090910,0.0,12.194545454545500,0.0,7.202727272727270,0.0,0.017272727272727300,0.0,9.724545454545460,0.0,9.620909090909090,0.0,15.923727272727300,0.0,9.171818181818180
25,23.0,OKC,LAC,2008-11-19,2008.0,108.0,88.0,0.0,25,0.0,10.565357142857100,0.0,13.777714285714300,0.0,9.77142857142857,0.0,0.13924285714285700,0.0,2.039785714285710,0.0,2.039785714285710,0.0,8.146928571428570,0.0,5.093357142857140,0.0,0.024428571428571400,0.0,4.8002142857142900,0.0,6.033857142857140,0.0,11.735485714285700,0.0,4.421571428571430
26,24.0,OKC,POR,2009-02-06,2008.0,93.0,102.0,1.0,26,0.0,2.593264248704660,0.0,5.955958549222800,0.0,1.8979274611399000,0.0,0.01139896373057000,0.0,0.22797927461139900,0.0,0.8150259067357510,0.0,4.1435233160621800,0.0,2.2797927461139900,0.0,0.01139896373057000,0.0,1.0031088082901600,0.0,1.521761658031090,0.0,5.326165803108810,0.0,-3.1917098445595900
27,25.0,OKC,PHX,2008-11-25,2008.0,99.0,98.0,0.0,27,0.0,7.5717277486911000,0.0,6.838743455497380,0.0,3.664921465968590,0.0,0.06303664921465970,0.0,1.1287958115183200,0.0,2.001047120418850,0.0,5.863874345549740,0.0,3.840837696335080,0.0,0.014659685863874300,0.0,4.30261780104712,0.0,4.35392670157068,0.0,7.71392670157068,0.0,3.9727748691099500
28,26.0,OKC,LAL,2009-02-24,2008.0,107.0,93.0,0.0,28,0.0,14.070918367346900,0.0,16.704591836734700,0.0,7.072448979591840,0.0,0.32551020408163300,0.0,1.98265306122449,0.0,4.113265306122450,0.0,11.096938775510200,0.0,7.161224489795920,0.0,0.01479591836734690,0.0,6.243877551020410,0.0,6.732142857142860,0.0,15.038571428571400,0.0,5.119387755102040
29,27.0,OKC,WAS,2009-03-04,2008.0,83.0,88.0,1.0,29,0.0,23.618947368421100,0.0,29.995789473684200,0.0,17.105263157894700,0.0,0.3913684210526320,0.0,4.214736842105260,0.0,4.050526315789470,0.0,15.627368421052600,0.0,9.962105263157900,0.0,0.027368421052631600,0.0,10.810526315789500,0.0,12.589473684210500,0.0,25.92063157894740,0.0,10.04421052631580
30,28.0,OKC,DAL,2009-03-02,2008.0,87.0,96.0,1.0,30,0.0,4.2625,0.0,4.54375,0.0,3.125,0.0,0.0625,0.0,0.625,0.0,1.95625,0.0,5.20625,0.0,3.35,0.0,0.00625,0.0,1.84375,0.0,2.05,0.0,5.714375,0.0,2.74375
31,29.0,OKC,NOH,2008-11-21,2008.0,105.0,80.0,0.0,31,0.0,25.78125,0.0,20.955,0.0,11.776875,0.0,0.6868125000000000,0.0,4.29,0.0,7.074375000000000,0.0,12.375,0.0,9.714375,0.0,0.020625,0.0,11.983125,0.0,11.983125,0.0,19.4844375,0.0,12.66375
32,30.0,OKC,CHA,2009-04-10,2008.0,81.0,84.0,1.0,32,0.0,35.525000000000000,0.0,28.558695652173900,0.0,18.377173913043500,0.0,0.6304347826086960,0.0,6.052173913043480,0.0,6.304347826086960,0.0,20.331521739130400,0.0,14.058695652173900,0.0,0.03152173913043480,0.0,18.440217391304300,0.0,19.16521739130440,0.0,27.85576086956520,0.0,20.016304347826100
33,31.0,LAC,OKC,2009-01-23,2008.0,104.0,107.0,1.0,33,8.476071428571430,0.0,7.887857142857140,0.0,5.785714285714290,0.0,0.5785714285714290,0.0,1.35,0.0,1.6778571428571400,0.0,7.4539285714285700,0.0,4.503214285714290,0.0,0.0,0.0,3.1628571428571400,0.0,3.886071428571430,0.0,10.115357142857100,0.0,5.226428571428570,0.0
34,32.0,LAL,OKC,2009-02-10,2008.0,98.0,105.0,1.0,34,10.659693877551000,0.0,7.65,0.0,6.635204081632650,0.0,0.28188775510204100,0.0,2.09030612244898,0.0,3.252551020408160,0.0,5.611734693877550,0.0,4.466836734693880,0.0,0.008673469387755100,0.0,5.013265306122450,0.0,5.316836734693880,0.0,8.549438775510200,0.0,6.140816326530610,0.0
35,33.0,GSW,OKC,2009-01-21,2008.0,122.0,121.0,0.0,35,6.041666666666670,0.0,8.208333333333330,0.0,4.340277777777780,0.0,0.049305555555555600,0.0,1.1180555555555600,0.0,2.0833333333333300,0.0,5.784722222222220,0.0,3.4722222222222200,0.0,0.020833333333333300,0.0,3.6666666666666700,0.0,3.680555555555560,0.0,7.894444444444450,0.0,2.111111111111110,0.0
36,34.0,HOU,OKC,2008-11-01,2008.0,77.0,89.0,1.0,36,10.522105263157900,0.0,7.891578947368420,0.0,5.967894736842110,0.0,0.14942105263157900,0.0,1.8610526315789500,0.0,2.979473684210530,0.0,6.227368421052630,0.0,5.1089473684210500,0.0,0.017894736842105300,0.0,5.30578947368421,0.0,5.780000000000000,0.0,8.547421052631580,0.0,6.406315789473680,0.0
37,35.0,DET,OKC,2008-12-26,2008.0,88.0,90.0,1.0,37,10.30618556701030,0.0,16.87319587628870,0.0,10.051546391752600,0.0,0.20103092783505200,0.0,2.291752577319590,0.0,2.5195876288659800,0.0,8.376288659793820,0.0,4.462886597938140,0.0,0.026804123711340200,0.0,5.025773195876290,0.0,5.387628865979380,0.0,12.722577319587600,0.0,2.3319587628866000,0.0
38,36.0,IND,OKC,2008-11-10,2008.0,99.0,107.0,1.0,38,20.79183673469390,0.0,22.33469387755100,0.0,13.114285714285700,0.0,0.45918367346938800,0.0,3.2877551020408200,0.0,6.685714285714290,0.0,14.43673469387760,0.0,9.69795918367347,0.0,0.018367346938775500,0.0,8.155102040816330,0.0,9.569387755102040,0.0,18.367346938775500,0.0,9.0,0.0
39,37.0,MIN,OKC,2009-01-07,2008.0,87.0,129.0,1.0,39,3.5046,0.0,4.356,0.0,3.3016500000000000,0.0,0.01782,0.0,0.6583500000000000,0.0,1.4157000000000000,0.0,3.3016500000000000,0.0,2.69775,0.0,0.02475,0.0,2.475,0.0,2.8512000000000000,0.0,5.244525,0.0,1.6731000000000000,0.0
40,38.0,MIL,OKC,2009-04-11,2008.0,98.0,115.0,1.0,40,24.993750000000000,0.0,17.4375,0.0,16.200000000000000,0.0,0.890625,0.0,5.56875,0.0,3.3000000000000000,0.0,14.0625,0.0,9.1125,0.0,0.018750000000000000,0.0,11.90625,0.0,12.543750000000000,0.0,20.769375,0.0,12.618750000000000,0.0
41,39.0,CLE,OKC,2008-11-26,2008.0,82.0,117.0,1.0,41,13.290322580645200,0.0,10.903225806451600,0.0,9.403225806451610,0.0,0.282258064516129,0.0,2.5161290322580600,0.0,3.403225806451610,0.0,13.43548387096770,0.0,8.29032258064516,0.0,0.016129032258064500,0.0,6.500000000000000,0.0,6.887096774193550,0.0,17.032258064516100,0.0,9.387096774193550,0.0
42,40.0,DAL,OKC,2008-12-13,2008.0,99.0,103.0,1.0,42,4.233854166666670,0.0,4.95,0.0,4.909895833333330,0.0,0.0,0.0,1.1458333333333300,0.0,0.44114583333333300,0.0,4.3828125,0.0,2.6755208333333300,0.0,0.0,0.0,2.005208333333330,0.0,2.240104166666670,0.0,5.3882812500000000,0.0,3.4375,0.0
43,41.0,MEM,OKC,2008-11-29,2008.0,111.0,103.0,0.0,43,10.9425,0.0,7.305000000000000,0.0,6.4275,0.0,0.3375,0.0,2.3250000000000000,0.0,1.5,0.0,4.74,0.0,3.3075,0.0,0.0075,0.0,5.295,0.0,5.4,0.0,8.21475,0.0,5.1,0.0
44,42.0,DEN,OKC,2009-03-11,2008.0,99.0,112.0,1.0,44,15.432835820895500,0.0,8.935323383084580,0.0,6.039800995024880,0.0,0.4228855721393040,0.0,2.447761194029850,0.0,3.3134328358209000,0.0,7.3731343283582100,0.0,6.119402985074630,0.0,0.009950248756218910,0.0,7.273631840796020,0.0,7.701492537313430,0.0,11.998009950248800,0.0,7.980099502487560,0.0
45,43.0,MIA,OKC,2008-12-06,2008.0,99.0,105.0,1.0,45,10.45,0.0,12.73,0.0,4.0,0.0,0.20000000000000000,0.0,1.3800000000000000,0.0,2.31,0.0,7.780000000000000,0.0,4.55,0.0,0.01,0.0,4.77,0.0,4.93,0.0,9.704,0.0,4.2300000000000000,0.0
46,44.0,SAC,OKC,2009-02-01,2008.0,118.0,122.0,1.0,46,5.8196891191709800,0.0,4.029015544041450,0.0,4.196891191709840,0.0,0.06715025906735750,0.0,0.9568911917098450,0.0,1.8634196891191700,0.0,3.049740932642490,0.0,2.43419689119171,0.0,0.011191709844559600,0.0,2.7979274611399000,0.0,3.24559585492228,0.0,5.6115233160621800,0.0,5.349637305699480,0.0
47,45.0,POR,OKC,2009-02-11,2008.0,92.0,106.0,1.0,47,4.560621761658030,0.0,3.525388601036270,0.0,3.3575129533678800,0.0,0.11191709844559600,0.0,0.8002072538860100,0.0,2.2887046632124400,0.0,5.1985492227979300,0.0,3.4190673575129500,0.0,0.005595854922279790,0.0,1.9585492227979300,0.0,1.9361658031088100,0.0,5.848787564766840,0.0,3.374300518134720,0.0
48,46.0,BOS,OKC,2009-03-29,2008.0,84.0,103.0,1.0,48,17.103092783505200,0.0,14.952577319587600,0.0,8.241237113402060,0.0,0.5773195876288660,0.0,3.045360824742270,0.0,3.0886597938144300,0.0,8.65979381443299,0.0,5.975257731958760,0.0,0.014432989690721600,0.0,7.750515463917530,0.0,8.024742268041240,0.0,13.543917525773200,0.0,8.154639175257730,0.0
49,47.0,PHX,OKC,2009-02-20,2008.0,118.0,140.0,1.0,49,6.596858638743460,0.0,8.11413612565445,0.0,4.661780104712040,0.0,0.12827225130890100,0.0,1.1947643979057600,0.0,2.8513089005235600,0.0,4.632460732984290,0.0,3.767539267015710,0.0,0.007329842931937170,0.0,3.144502617801050,0.0,3.232460732984290,0.0,7.219162303664920,0.0,3.4523560209424100,0.0
